temperature,pressure,vibration,humidity,equipment_type,location,faulty
62.29,52.89,2.0213,42.3301,Compressor,Atlanta,0
86.29,46.85,2.9513,54.7465,Pump,Houston,1
67.12,48.46,1.7177,42.0621,Turbine,New York,0
65.64,45.4,2.7199,50.4032,Compressor,Chicago,0
52.31,52.03,1.4942,26.22,Compressor,San Francisco,0
46.7,51.26,0.802,65.8216,Pump,Chicago,0
67.14,41.67,1.4646,43.8578,Turbine,Houston,0
61.02,38.33,0.9832,51.1741,Pump,Chicago,0
67.13,44.99,3.0346,64.4998,Compressor,Atlanta,0
72.54,72.84,6.4719,47.8021,Compressor,Houston,1
70.56,45.42,1.5916,44.4084,Turbine,Atlanta,0
52.11,69.63,0.8556,54.0093,Compressor,Chicago,0
68.77,37.84,1.4145,68.3024,Turbine,Atlanta,0
85.03,36.77,1.0321,52.6301,Turbine,Chicago,0
88.88,38.36,1.8488,41.6391,Turbine,New York,0
64.52,31.44,1.0088,61.9797,Pump,New York,0
69.57,81.47,1.8895,50.9114,Compressor,Houston,0
61.7,24.52,3.4808,42.383,Compressor,Atlanta,0
59.95,29.06,0.623,56.6851,Pump,San Francisco,0
69.88,45.39,0.7669,46.0366,Pump,Chicago,0
52.89,39.76,1.0144,66.6491,Pump,Houston,0
53.44,17.91,0.6853,46.0735,Pump,Chicago,0
71.46,46.43,1.4597,55.1015,Pump,New York,0
63.51,37.2,2.4306,40.5372,Turbine,Chicago,0
67.37,42.21,1.9652,35.3331,Turbine,New York,0
48.22,70.99,0.8392,52.9092,Pump,Houston,0
62.47,12.89,1.3258,43.722,Pump,Chicago,0
57.96,33.36,0.6964,75.9565,Pump,New York,0
42.76,42.23,1.7592,38.6856,Compressor,New York,0
56.65,17.06,0.83,49.0018,Pump,Chicago,0
67.31,55.0,1.7865,54.554,Turbine,San Francisco,0
70.96,29.84,0.6742,45.528,Turbine,New York,0
79.23,51.97,2.8628,56.1037,Pump,Atlanta,1
73.39,43.41,0.9611,60.2407,Turbine,Houston,0
77.96,44.47,1.5691,38.7447,Turbine,Atlanta,0
90.27,54.47,3.6111,45.6996,Turbine,San Francisco,1
74.29,47.96,1.2327,42.2784,Turbine,Atlanta,0
76.46,29.01,2.1261,51.613,Turbine,Atlanta,0
96.44,55.82,2.6238,41.3927,Turbine,Atlanta,1
76.81,56.05,1.2266,37.0394,Compressor,Atlanta,0
86.03,30.29,5.3388,49.4175,Compressor,Atlanta,1
77.45,83.47,0.9433,52.714,Compressor,Houston,0
80.01,34.56,3.1479,63.336,Pump,Houston,1
54.71,43.42,1.0976,59.4867,Pump,New York,0
72.03,42.08,2.2056,46.1758,Compressor,Atlanta,0
48.32,53.14,2.3802,64.6074,Compressor,New York,0
